ID,stars,goods,views,forks
101993195,0,0,2,1
101993183,0,0,3,1
101993174,1,1,29,1
101993167,1,1,2,1
101993165,1,1,29,36
101993156,0,0,8,3
101993154,2,2,6,106
101993150,1,2,5,9
101993142,0,0,3,12
101993137,0,0,1,1
101993133,0,0,1,1
101993103,0,0,6,1
101993091,0,0,1,399
101993074,0,0,1,15962
101993059,14,13,371,438
101993058,0,0,2,28997
101993049,0,0,16,1
101993048,0,0,3,1
101993047,0,0,2,2
101993043,1,1,7,1
101993036,0,0,2,1
101993033,1,1,10,25
101993027,0,0,14,1
101993026,0,0,5,1388
101993019,0,0,1,1
101993017,0,0,2,1
101993013,1,1,1,1
101993010,1,0,2,1
101993009,0,0,11,5
101992999,0,0,1,1
101992987,0,0,2,37
101992985,0,0,7,1
101992984,0,0,12,9915
101992981,0,0,5,1
101992974,0,0,2,2
101992973,0,0,1,369
101992971,0,0,4,1
101992954,0,0,3,1
101992950,0,0,2,1
101992946,1,1,10,5
101992942,1,2,35,1
101992940,0,0,2,310
101992938,2,2,8,1
101992930,0,0,3,1
101992913,0,0,4,1
101992904,0,0,2,1
101992892,2,2,27,1
101992879,1,1,15,1
101992877,0,0,5,1
101992875,0,1,2,286
101992868,0,0,2,12945
101992865,0,0,2,1
101992861,0,0,4,1
101992860,2,3,36,1
101992848,0,0,4,1
101992836,0,0,21,123
101992828,0,0,3,1
101992823,0,0,10,284
101992802,0,0,27,1
101992796,0,0,1,13976
101992792,10,9,248,6
101992784,0,0,66,328
101992769,0,0,1,1
101992768,2,3,51,1
101992765,1,0,10,1
101992753,0,0,2,219
101992749,0,0,2,28997
101992746,1,1,24,22
101992741,2,2,53,1
101992737,0,0,16,1
101992726,0,0,1,32849
101992719,0,0,6,1
101992715,2,2,25,1
101992712,0,0,2,1
101992700,0,0,3,1
101992697,0,0,3,1
101992691,0,0,12,1
101992688,0,0,1,1
101992686,2,2,4,113
101992684,0,0,11,5
101992670,0,0,1,1
101992666,0,0,1,368
101992665,0,0,8,24
101992664,2,2,199,265
101992663,0,0,3,1
101992661,1,2,77,1
101992657,3,3,5,1
101992656,0,0,5,1
101992641,0,0,2,1
101992640,0,0,4,1
101992637,0,1,6,1
101992622,0,0,6,2
101992615,58,76,1168,5
101992613,0,0,5,1
101992610,0,0,2,589
101992603,1,1,2,1070
101992597,0,0,19,1
101992595,0,0,2,1
101992593,0,0,1,201
101992586,1,1,17,2
101992579,0,0,56,930
101992578,0,0,1,1
101992575,0,0,3,1
101992572,0,0,4,16529
101992569,1,1,1,1
101992563,0,0,9,3
101992552,0,0,1,1
101992546,1,1,1,1
101992541,0,0,1,270
101992534,0,1,11,3
101992525,0,0,18,187
101992520,1,1,5,2
101992517,0,0,3,1
101992514,0,0,1,16138
101992512,2,2,36,1
101992508,0,0,2,1
101992502,0,0,1,1
101992500,0,0,1,47749
101992495,1,1,1,96226
101992483,0,0,2,1406
101992482,1,1,8,1
101992460,1,1,8,2
101992459,0,0,1,1
101992458,0,0,1,1
101992453,0,2,33,23
101992451,3,3,66,2
101992435,0,0,2,306
101992434,0,0,3,1
101992432,0,0,2,49
101992430,0,0,1,1
101992429,0,0,6,33
101992426,0,0,4,96116
101992415,1,1,1,1
101992413,3,3,17,161
101992405,1,1,5,1
101992403,1,1,3,1
101992398,3,3,12,1
101992397,0,0,1,1
101992388,2,3,28,2568
101992387,0,0,1,28997
101992375,1,1,8,1
101992373,0,0,1,1
101992372,1,2,29,1
101992367,0,0,1,1
101992359,0,1,37,1
101992358,0,0,2,5700
101992350,86,95,3348,9
101992349,0,0,4,1
101992348,0,0,1,1
101992339,0,0,3,1
101992332,0,0,3,1
101992327,1,0,6,1
101992325,0,0,4,2
101992311,0,0,8,1
101992310,0,0,2,1021
101992303,2,2,8,1
101992301,0,0,2,28997
101992298,1,1,13,1
101992297,3,4,35,13
101992294,3,3,33,8
101992279,0,0,2,16530
101992270,0,0,1,1
101992268,4,3,21,1
101992260,1,1,2,1
101992246,0,0,7,7
101992242,1,1,10,202
101992236,0,0,2,11776
101992223,0,0,1,42085
101992221,1,0,3,96226
101992218,0,0,2,4
101992206,0,0,3,16530
101992204,0,0,1,28997
101992203,0,0,9,119
101992201,0,0,1,1
101992200,0,0,2,1
101992199,2,2,3,221
101992196,1,1,8,1
101992183,0,0,3,2
101992181,0,1,1,1
101992179,0,0,2,1
101992165,3,2,116,9
101992158,0,0,7,1
101992153,1,1,18,6
101992150,0,1,164,1
101992147,0,0,4,1
101992144,0,0,14,1
101992131,0,0,1,1
101992120,0,0,7,1
101992105,1,1,3,1473
101992099,0,0,1,96226
101992097,2,2,49,2387
101992093,2,4,349,5
101992088,0,0,1,1
101992079,0,0,1,1
101992077,0,0,1,1
101992071,0,0,4,1
101992068,3,4,47,1
101992063,1,0,10,62
101992046,2,3,15,1
101992041,7,11,158,5
101992040,1,1,20,5
101992033,0,0,1,28997
101992030,0,0,2,1
101992027,0,0,15,6
101992018,0,0,2,1
101992009,0,0,85,2
101992006,2,2,4,1
101992000,0,0,4,1
101991989,0,0,6,1
101991975,0,0,1,1
101991967,3,3,20,1
101991962,0,0,8,2
101991960,1,1,15,1410
101991958,0,0,2,3303
101991957,0,0,14,439
101991944,1,1,2,96226
101991941,2,2,107,4
101991940,0,0,2,135
101991936,1,1,2,1
101991926,0,0,4,52
101991920,0,0,1,95568
101991918,0,0,5,1
101991908,0,0,1,4
101991906,1,1,6,439
101991904,0,0,1,1
101991900,7,10,191,567
101991886,0,0,2,1
101991877,0,0,5,20
101991867,0,0,1,1
101991854,0,0,3,1
101991852,2,4,25,1
101991851,2,2,9,5857
101991844,0,0,14,1
101991842,0,0,1,28997
101991841,0,0,3,930
101991832,0,0,16,1
101991829,0,0,4,1
101991827,0,0,19,1
101991825,0,0,11,5
101991820,1,2,14,808
101991804,0,0,5,1
101991800,0,0,1,32
101991799,1,2,27,2
101991771,0,0,2,567
101991766,1,1,15,3
101991765,0,0,1,607
101991752,0,0,2,1
101991749,3,3,21,1
101991747,0,0,5,1
101991737,4,5,20,1
101991732,0,0,1,1
101991728,1,1,9,1
101991718,0,0,8,33
101991708,0,0,1,2624
101991700,0,0,1,1
101991696,0,0,3,1
101991695,0,0,8,1590
101991694,1,1,16,7
101991691,0,0,3,3
101991682,0,0,5,1
101991679,0,0,16,393
101991669,0,0,1,5279
101991667,0,0,2,47752
101991666,3,5,71,1
101991655,1,1,1,1
101991650,0,0,5,1
101991647,0,0,1,96226
101991645,0,0,1,4
101991639,0,0,2,1
101991638,0,0,7,39
101991633,0,0,5,1
101991621,2,2,16,1
101991615,0,0,1,1
101991610,1,1,8,25
101991605,1,1,4,1
101991598,0,0,1,1
101991593,0,0,3,1
101991592,0,0,3,1
101991585,0,0,1,1
101991568,0,0,2,264
101991564,0,0,1,28997
101991554,0,0,10,1
101991548,0,0,1,1
101991543,0,1,5,3
101991541,0,0,5,1
101991538,0,0,1,2
101991529,0,0,1,1
101991521,0,0,2,56502
101991515,0,0,2,1
101991513,0,0,4,1
101991511,0,1,3,17
101991503,0,0,2,1
101991500,0,0,1,1
101991498,1,1,19,1
101991495,0,0,6,1
101991482,0,0,2,1
101991479,0,0,14,1
101991477,0,0,3,292
101991475,0,0,1,1
101991472,0,0,1,4
101991469,0,0,2,1
101991450,4,4,21,2
101991446,0,1,9,9
101991442,0,1,10,30
101991441,0,0,1,1
101991438,0,0,21,22
101991426,0,0,1,1
101991419,0,0,1,1
101991416,1,1,2,1
101991389,0,0,6,4
101991388,0,0,2,1
101991387,0,0,1,1
101991380,0,0,2,1
101991377,0,0,13,365
101991373,0,0,1,1
101991371,0,1,23,714
101991366,0,0,1,16530
101991361,0,0,1,208
101991355,0,0,2,4
101991352,0,0,2,95568
101991340,0,0,1,1
101991334,0,0,2,16530
101991332,1,1,31,1
101991331,0,0,2,1
101991322,0,0,1,1
101991320,1,1,4,1
101991318,0,0,2,5410
101991300,0,0,2,4
101991297,0,0,2,1
101991295,1,1,7,1
101991294,1,1,4,33
101991292,0,0,1,1
101991289,1,2,45,44
101991285,0,0,4,1
101991281,1,1,6,1
101991280,2,2,5,1
101991277,0,0,9,1
101991273,0,0,3,1
101991261,0,0,2,1
101991260,0,0,1,1
101991259,0,0,3,1
101991250,1,1,20,1
101991246,1,1,5,4818
101991242,0,0,1,1
101991241,0,0,2,96226
101991238,0,0,8,1
101991233,0,0,10,32
101991232,0,0,2,16530
101991231,0,0,2,1
101991211,0,0,1,42085
101991210,0,1,6,1
101991207,0,0,2,1
101991189,0,0,47,1
101991187,0,0,7,39
101991172,0,0,4,1
101991152,0,0,1,1
101991145,2,2,31,247
101991143,0,0,1,18805
101991135,1,1,8,1
101991133,0,0,21,13
101991130,0,0,1,16530
101991119,133,168,1882,2
101991115,0,0,2,1
101991114,2,2,16,1
101991108,0,0,3,1
101991104,9,9,216,3
101991102,0,0,1,1
101991101,0,0,1,15740
101991099,0,0,5,1
101991090,0,0,3,20
101991089,0,0,1,22952
101991084,0,0,1,1
101991077,0,0,2,96226
101991072,2,2,30,1
101991069,1,1,6,1
101991066,0,0,1,12
101991056,1,2,7,32
101991053,0,0,1,32
101991047,0,0,1,1
101991045,0,0,2,1
101991037,0,0,3,1
101991036,0,0,1,8364
101991029,1,1,6,1
101991013,0,0,3,1
101991012,0,0,2,16530
101991011,0,1,2,1
101991005,0,0,2,1
101990994,0,2,20,1
101990992,0,0,1,1
101990988,0,0,7,1081
101990974,20,20,615,3643
101990970,0,0,3,1
101990967,0,0,2,1
101990966,0,0,4,5
101990964,0,0,21,1
101990963,1,1,10,135
101990952,0,0,4,192
101990951,0,0,1,1
101990940,1,1,3,19
101990934,0,0,1,1
101990931,0,1,6,1473
101990910,17,21,87,1
101990908,0,0,5,1
101990903,0,0,1,1
101990899,0,0,8,210
101990897,0,0,3,1
101990896,0,0,9,1
101990893,10,11,120,8
101990886,0,0,1,52466
101990884,0,0,1,1
101990881,17,19,86,1
101990878,0,0,1,18805
101990867,2,2,20,1
101990863,0,0,8,2
101990860,0,0,5,1
101990857,0,0,4,55
101990856,1,1,21,1
101990854,0,0,1,1
101990848,0,0,1,5410
101990846,0,0,3,1
101990842,0,0,1,95568
101990840,0,0,2,602
101990838,0,0,4,1
101990831,0,0,1,96226
101990828,0,0,1,1
101990825,0,0,4,1
101990818,1,1,2,96226
101990816,0,0,4,1
101990799,0,0,1,96226
101990798,1,1,3,264
101990797,0,0,1,1
101990790,0,0,5,2
101990787,1,1,7,1
101990783,3,4,34,1
101990781,1,1,2,1
101990780,0,0,1,18805
101990774,0,0,6,1
101990772,0,0,3,16530
101990771,0,0,1,1
101990749,1,0,12,1
101990741,0,0,3,2
101990738,0,0,4,16530
101990733,0,0,1,1
101990730,0,0,11,16530
101990729,0,0,2,1
101990728,0,0,2,39
101990727,0,0,2,16530
101990722,1,1,34,11
101990707,0,0,1,1
101990705,2,2,3,1
101990701,0,0,3,1
101990700,0,0,1,1
101990695,0,0,3,1
101990694,0,0,1,15740
101990692,0,0,2,10812
101990690,0,0,1,1
101990683,0,0,4,1
101990679,0,0,7,1
101990676,0,0,3,1081
101990669,0,0,6,1122
101990654,0,0,1,96226
101990650,1,1,3,1
101990646,0,0,2,1
101990642,0,0,1,1
101990635,0,0,2,1
101990634,0,0,3,1
101990628,0,0,5,2
101990617,0,0,2,1
101990614,0,0,2,1
101990612,4,7,40,2
101990611,0,0,4,16530
101990607,0,0,2,28997
101990592,0,0,1,37
101990586,2,3,20,1
101990585,0,0,5,1
101990583,0,1,7,1
101990574,13,9,281,59
101990560,0,0,2,1
101990552,0,0,1,15740
101990548,1,0,1,1
101990543,0,0,2,1
101990535,0,0,6,2
101990534,0,0,2,1
101990531,0,0,1,96226
101990528,0,0,1,1
101990526,0,1,2,96226
101990515,0,0,1,96226
101990513,0,0,13,1
101990506,0,0,7,2
101990501,1,1,12,24
101990499,0,0,4,1
101990498,0,0,1,96226
101990495,0,0,3,1
101990493,0,0,1,96226
101990488,0,0,3,1
101990482,0,0,2,7
101990479,0,0,4,1
101990474,0,0,11,62
101990468,0,0,1,96226
101990467,2,1,2,96226
101990463,0,0,1,1
101990458,0,0,1,96226
101990454,3,3,20,1
101990453,0,0,4,1
101990448,1,1,2,1
101990443,1,1,4,193
101990442,0,0,2,1
101990441,4,4,14,328
101990438,2,2,24,2
101990436,2,2,36,36
101990428,0,0,1,1
101990426,0,0,1,96226
101990421,0,0,11,1
101990418,0,0,10,1
101990403,2,2,6,1
101990391,0,0,1,96226
101990380,0,0,2,1
101990371,4,4,49,1
101990366,2,3,41,1
101990365,0,0,514,3
101990354,1,1,20,1
101990349,0,1,8,4
101990334,1,3,22,1
101990323,0,0,1,1
101990308,0,0,1,6
101990307,0,0,1,96226
101990302,0,0,2,1
101990301,0,0,3,1070
101990299,0,0,5,1
101990298,0,0,1,96226
101990295,0,0,1,1
101990292,3,3,20,89
101990289,0,0,1,42085
101990286,0,0,10,18
101990283,0,0,1,1
101990278,0,0,2,15962
101990277,0,0,1,1
101990274,0,0,5,1
101990273,0,0,1,1
101990272,0,0,1,96226
101990266,1,2,10,141
101990258,2,1,3,1
101990254,0,0,2,1
101990253,0,0,1,1
101990251,0,0,1,1
101990247,0,0,2,96226
101990241,8,14,104,1
101990232,0,0,2,15740
101990231,0,0,19,96226
101990230,0,0,2,1
101990227,0,0,5,1
101990221,0,0,4,357
101990217,0,0,1,1
101990207,0,0,17,405
101990206,0,0,2,96226
101990195,0,0,2,96226
101990182,0,0,2,96226
101990179,1,1,1,96226
101990178,0,0,18,1
101990170,0,0,2,1
101990157,0,0,7,18
101990151,0,0,9,18
101990150,0,0,2,1
101990149,0,0,1,96226
101990147,0,0,2,1
101990136,0,0,2,1
101990135,1,1,1,96226
101990133,0,0,2,1
101990131,0,0,6,39
101990123,1,1,9,16
101990116,0,0,1,1
101990113,3,5,26,1
101990100,1,2,8,1
101990095,2,2,6,2
101990094,0,0,5,1
101990092,0,0,4,1
101990090,0,0,2,5
101990077,0,0,1,1
101990065,0,0,8,1
101990062,0,0,3,108
101990061,0,0,1,1
101990060,1,2,11,2
101990052,23,27,977,2
101990040,0,0,1,1
101990023,0,0,1,1
101990022,0,0,3,4
101990008,1,1,67,257
101989995,1,0,108,2
101989994,6,6,206,36
101989988,0,0,15,1
101989982,0,0,7,380
101989978,0,0,2,1
101989976,0,0,1,1
101989970,0,0,1,96226
101989968,0,1,2,2
101989963,0,0,3,286
101989954,0,0,1,1
101989949,0,0,1,1
101989939,2,2,7,4
101989929,0,0,1,1
101989913,2,1,5,2
101989897,1,1,43,1
101989896,1,1,1,1
101989895,1,0,10,1
101989888,0,0,2,1
101989885,0,0,19,405
101989881,0,0,1,1
101989876,0,0,2,1
101989872,0,0,3,1
101989868,0,0,2,15740
101989862,0,0,3,39
101989856,0,0,12,1
101989844,0,0,3,368
101989819,1,0,3,1
101989815,1,1,27,2
101989812,3,4,34,1
101989809,0,0,1,10258
101989806,0,0,5,1
101989803,0,0,1,1
101989798,1,2,25,4
101989793,0,0,2,1
101989792,0,0,30,26638
101989791,0,0,6,57
101989785,0,0,3,1
101989783,0,0,3,32
101989781,0,0,9,3
101989779,0,0,12,1
101989776,0,0,1,1
101989775,0,0,13,1
101989770,0,0,5,1
101989769,1,1,24,1
101989766,1,2,3,1
101989765,0,0,2,1
101989759,0,0,1,95568
101989747,0,0,1,1
101989740,5,7,49,2
101989734,0,0,6,2
101989733,2,2,5,1
101989729,1,1,1,1
101989721,0,0,4,1
101989720,1,2,39,3
101989710,0,0,1,1
101989707,0,0,3,1
101989706,0,0,2,1
101989699,0,0,1,1
101989698,0,0,7,1
101989696,0,0,1,1
101989682,0,0,1,1
101989681,0,1,1,1
101989680,0,0,3,1
101989670,0,0,1,1
101989662,0,0,4,1
101989642,0,0,1,6776
101989636,1,1,2,1
101989630,0,0,3,1
101989627,0,1,2,1
101989625,0,0,21,14
101989624,0,0,2,1
101989622,0,0,1,1
101989620,0,0,4,1
101989617,0,0,1,3
101989615,0,0,23,2
101989614,0,0,16,44
101989605,0,0,8,39
101989601,0,0,3,2
101989597,0,0,1,1
101989594,0,0,1,52466
101989591,0,0,1,1
101989590,0,0,4,1
101989585,0,0,23,4
101989574,0,0,1,219
101989564,0,0,2,15740
101989559,0,0,1,4187
101989543,0,0,1,1
101989523,0,0,3,1
101989522,1,1,6,1
101989520,0,0,2,1041
101989519,0,0,6,1
101989518,1,1,11,39
101989515,0,0,2,1
101989512,0,0,2,1
101989510,0,0,1,15740
101989506,1,1,11,1
101989504,0,0,2,1
101989502,0,0,1,1
101989498,0,0,4,28997
101989496,3,3,28,2
101989481,0,0,8,6
101989479,0,0,1,2
101989476,0,2,6,30
101989464,0,0,1,1
101989445,0,0,1,1
101989445,0,0,1,1
101989437,0,0,5,3
101989430,0,0,2,15754
101989428,0,0,2,1
101989423,0,0,2,1
101989419,0,0,1,1
101989412,0,0,23,28
101989411,1,1,3,1
101989399,1,5,45,1
101989397,0,0,6,2
101989395,0,0,2,39
101989389,1,1,12,2
101989386,0,0,2,24786
101989385,2,2,8,1
101989377,0,0,1,1
101989363,0,0,2,24786
101989358,0,0,35,1
101989346,0,0,1,1
101989344,0,0,4,1
101989341,0,0,1,1
101989328,0,0,7,1123
101989321,0,0,7,14
101989313,0,0,1,1
101989307,0,0,1,1
101989304,0,0,2,1
101989299,0,1,3,5
101989292,0,1,4,32
101989289,0,0,1,1
101989287,0,0,4,55
101989283,0,0,11,2958
101989280,1,1,8,2
101989269,2,3,61,2
101989269,2,3,61,2
101989259,0,1,3,1
101989257,0,0,11,4
101989250,0,0,2,96343
101989243,0,0,2,1
101989230,0,0,1,1
101989225,0,0,1,16001
101989223,1,1,17,1
101989219,1,1,1,1
101989218,0,0,2,1
101989214,0,0,3,1
101989209,0,2,14,1
101989205,0,0,2,29043
101989204,11,17,172,2
101989202,0,0,2,1
101989190,0,1,12,1
101989174,0,0,11,37
101989171,0,0,2,39
101989164,0,0,8,1
101989157,1,1,14,1
101989145,0,0,1,29043
101989131,0,0,1,96344
101989114,0,0,1,18007
101989107,0,3,25,10
101989103,0,0,51,1
101989100,2,2,4,1
101989097,1,0,10,9
101989094,0,0,3,1
101989093,0,0,1,1
101989087,0,0,3,1
101989073,1,2,21,1
101989071,1,1,13,14
101989070,0,0,6,1
101989062,1,1,15,530
101989061,0,0,2,39
101989044,1,1,10,1
101989033,0,0,1,1
101989027,1,0,2,1
101989022,0,0,16,1
101989014,0,0,2,96344
101989004,0,0,3,1
101989001,0,0,4,51018
101988976,1,1,2,32
101988968,0,0,11,151
101988964,0,0,1,1
101988959,0,0,2,1
101988952,1,2,19,1
101988948,0,0,5,1
101988939,0,0,2,1
101988929,0,0,3,1
101988920,1,1,8,1
101988917,0,0,2,39
101988912,0,0,2,1
101988906,0,0,2,3499
101988896,1,1,4,1
101988896,1,1,4,1
101988870,0,0,5,1
101988860,0,1,2,24789
101988854,0,0,1,1
101988850,0,0,13,1
101988847,0,0,1,29046
101988832,0,0,2,42121
101988830,0,0,1,16001
101988828,1,1,3,1
101988819,0,0,1,1
101988814,0,0,1,1
101988802,1,1,7,1
101988801,0,0,2,1
101988800,0,2,5,3
101988798,2,2,5,23
101988792,0,0,7,1
101988782,1,1,8,3
101988775,0,0,2,16001
101988771,0,0,1,1
101988765,0,0,1,56598
101988753,0,0,2,1
101988751,0,0,1,1
101988739,0,0,1,16001
101988728,0,0,2,1
101988721,0,0,1,1
101988716,0,0,2,1
101988714,0,0,2,617
101988707,0,0,53,2
101988696,0,0,2,42121
101988690,0,0,5,1
101988687,0,0,15,25
101988684,0,0,2,1
101988680,0,0,2,8
101988678,1,1,4,32
101988677,0,0,3,96347
101988675,0,0,2,39
101988665,2,1,15,19
101988659,0,0,2,1
101988651,0,0,1,1
101988642,0,0,1,1
101988638,2,2,24,2
101988636,0,0,3,1
101988631,0,1,11,1
101988621,0,0,1,4
101988618,1,1,9,1
101988613,0,0,4,1
101988601,0,0,1,1
101988594,2,2,10,2
101988590,0,0,2,18008
101988582,0,0,2,1
101988563,0,0,5,2
101988550,0,0,2,1
101988548,0,0,2,1
101988547,1,0,1,1
101988545,0,0,46,4
101988536,0,0,3,8
101988536,0,0,3,8
101988524,0,1,11,44
101988518,0,0,20,422
101988506,0,0,1,34346
101988502,0,0,1,56598
101988479,0,0,4,231
101988478,0,0,1,96347
101988467,6,8,45,1
101988459,0,0,1,1
101988443,0,0,1,10179
101988442,0,0,4,1
101988441,0,0,6,1
101988425,0,0,3,1
101988423,2,2,11,1
101988421,0,0,1,1
101988419,0,0,5,1
101988410,0,0,1,1
101988407,0,0,1,42121
101988398,1,1,3,4
101988384,0,0,6,3
101988375,2,2,218,6
101988371,1,1,1,1
101988369,0,0,3,2679
101988364,1,1,3,1
101988357,0,0,1,2
101988347,0,0,2,1
101988332,0,0,1,590
101988329,0,0,1,219
101988320,0,0,2,1
101988319,0,0,1,1
101988315,0,1,2,1
101988307,0,0,34,1
101988268,0,0,2,1
101988267,0,0,2,1
101988251,0,0,26,981
101988228,0,0,1,1
101988218,14,19,84,1
101988212,0,0,1,1
101988207,0,0,5,1
101988201,0,0,1,96347
101988193,1,2,17,1
101988190,0,0,6,1
101988183,0,0,2,7
101988182,1,2,32,3
101988178,0,0,6,1
101988177,0,0,3,1
101988170,0,0,2,1
101988169,0,0,1,1
101988159,7,11,144,47
101988152,0,0,11,1711
101988140,1,1,6,1
101988118,0,0,5,1
101988113,0,0,1,1288
101988110,0,1,10,11
101988103,0,0,2,1
101988096,0,0,1,1
101988092,0,0,5,9
101988085,0,0,1,1
101988073,1,0,15,1
101988065,0,0,1,1
101988062,0,0,1,52519
101988059,0,0,2,407
101988057,0,0,1,1
101988053,0,0,1,96347
101988045,2,2,8,1
101988044,0,0,1,29047
101988043,1,1,331,57
101988042,0,0,1,1
101988039,1,1,1,6034
101988037,0,0,1,1
101988024,0,0,1,4004
101988015,0,0,1,1
101988003,0,0,9,1
101987997,0,0,27,1
101987983,0,0,1,1
101987978,0,0,2,2
101987975,2,2,60,2
101987974,1,1,17,779
101987971,1,1,69,1
101987970,0,0,2,1
101987954,0,0,3,198
101987949,0,0,6,1
101987945,0,0,2,15755
101987939,1,1,14,1
101987937,0,0,1,4
101987930,0,0,4,22
101987918,0,0,10,1
101987917,1,1,47,7
101987916,0,0,1,1
101987910,1,1,13,32
101987904,0,0,1,1
101987903,0,2,7,22968
101987896,2,0,11,1
101987894,0,0,1,185
101987882,1,1,22,1
101987878,0,0,1,1
101987868,0,0,1,10195
101987852,0,0,1,1
101987851,0,0,1,1
101987850,0,0,5,1
101987847,1,1,3,2
101987825,0,0,18,3
101987823,1,1,2,1
101987822,0,0,2,1
101987817,0,0,1,1
101987816,0,0,1,1
101987811,0,0,1,1
101987806,0,1,3,31
101987798,0,0,25,1
101987797,6,6,106,2
101987796,0,3,9,44
101987791,1,0,2,1
101987783,0,0,6,283
101987770,1,1,2,1
101987758,0,0,4,3
101987756,0,0,1,1
101987753,0,0,5,513
101987751,3,2,109,2
101987744,0,1,2,1
101987742,1,1,1,1
101987741,0,0,2,16001
101987737,0,1,13,1
101987736,0,0,13,1
101987731,0,0,1,1
101987725,0,0,4,2
101987724,0,0,1,96347
101987723,5,4,33,1
101987711,0,0,103,1
101987694,0,0,6,1
101987691,0,0,2,439
101987678,0,0,1,1
101987672,0,0,2,4
101987669,0,0,1,1
101987666,0,0,2,1
101987656,0,0,1,1
101987646,0,0,16,1
101987645,0,0,1,1
101987643,0,0,1,1
101987635,1,1,3,1
101987633,0,0,6,1
101987626,0,0,2,96347
101987607,2,2,55,2
101987606,0,0,1,1
101987587,1,2,7,713
101987575,0,0,1,1
101987572,0,0,26,1747
101987562,0,1,4,5417
101987554,0,0,1,1
101987548,1,1,19,1711
101987540,0,0,3,2
101987520,0,0,1,1
101987509,0,0,1,1
101987508,0,0,2,1
101987502,0,0,3,1
101987497,1,1,17,1
101987489,0,0,3,1
101987476,3,3,28,1
101987470,0,0,3,1
101987453,1,1,4,56599
101987449,0,0,1,5
101987437,0,0,1,5430
101987428,0,0,6,3374
101987420,0,0,1,1
101987419,0,0,1,1
101987413,0,0,2,1
101987393,2,1,27,3849
101987382,0,0,2,5
101987359,1,2,7,46
101987345,0,0,6,1
101987342,0,0,1,1
101987341,0,0,1,1411
101987336,0,1,1,1
101987332,0,0,1,1
101987329,0,0,49,2209
101987326,0,0,1,1
101987325,0,0,6,107
101987323,0,0,7,39
101987317,0,0,1,96347
101987295,0,0,1,1
101987288,0,1,13,1
101987285,0,0,1,1
101987273,0,0,1,1077
101987272,1,1,21,65
101987268,0,0,1,18829
101987262,4,6,33,21
101987248,0,0,1,19871
101987247,3,3,5,12
101987246,0,0,9,8
101987240,1,1,5,1
101987236,0,0,9,17
101987235,1,1,5,1
101987234,0,0,9,1
101987221,0,1,31,1
101987218,1,1,1,1
101987214,0,0,5,29047
101987212,0,0,1,1
101987202,0,0,1,1
101987190,0,0,1,2
101987186,4,5,26,1
101987184,0,0,2,1
101987181,0,0,10,1
101987179,0,0,3,84
101987177,0,0,1,1
101987169,0,0,3,1
101987154,0,0,2,1
101987137,0,0,2,1
101987136,0,0,3,1
101987133,2,2,64,1
101987132,0,0,1,1
101987129,0,0,1,9972
101987128,0,0,1,51023
101987127,0,0,1,1
101987125,0,0,7,11
101987123,0,0,5,1
101987121,1,2,10,1
101987117,1,1,4,2
101987098,0,0,2,1
101987095,49,55,1497,3
101987093,0,0,2,1
101987079,0,0,4,1
101987071,0,0,2,1
101987069,0,0,1,24696
101987064,0,0,37,21
101987051,0,0,8,3452
101987048,0,0,5,1
101987027,0,0,3,1
101987017,1,0,6,19
101987015,0,0,6,2
101987010,1,1,4,1
101987008,1,1,4,1
101987003,0,0,2,1
101986998,0,0,1,1
101986989,0,0,1,27335
101986988,0,0,11,2
101986985,0,0,1,1
101986981,0,0,2,1
101986980,0,0,4,1
101986979,0,0,1,32882
101986973,0,0,24,1
101986970,0,0,5,1
101986960,0,0,1,1
101986949,0,0,1,1
101986945,0,0,5,1
101986938,0,0,1,1
101986933,0,0,2,1
101986920,0,0,8,39
101986914,0,0,7,1
101986907,2,2,5,1
101986902,0,0,1,1
101986895,1,1,2,1
101986894,0,0,40,1
101986893,0,1,9,682
101986892,1,2,2,1
101986891,7,10,219,18
101986890,0,0,7,22968
101986888,0,0,2,1
101986883,6,6,16,1
101986880,3,3,27,1
101986872,0,0,3,8
101986871,0,0,3,1
101986870,0,0,3,1
101986868,0,0,2,1
101986865,0,0,1,1
101986864,0,0,1,1
101986861,0,0,1,1
101986851,1,1,59,1
101986847,0,0,1,1
101986844,0,0,1,1
101986834,0,0,1,1
101986831,0,0,1,1
101986829,0,0,1,4727
101986826,0,0,1,1
101986818,0,0,2,27335
101986813,1,2,9,1
101986812,0,0,1,1
101986806,0,0,1,1
101986799,0,0,1,27335
101986795,0,0,8,1
101986790,0,0,3,26673
101986789,0,0,3,1
101986787,0,0,2,27335
101986785,0,0,1,1
101986781,0,0,2,1
101986766,1,2,8,1
101986763,0,0,1,1
101986759,0,0,2,1
101986756,0,0,1,27335
101986749,0,0,1,4727
101986737,2,2,32,1
101986733,0,0,1,1
101986731,0,1,3,1
101986729,2,2,61,560
101986720,1,1,5,745
101986716,0,0,1,1
101986688,1,1,1,1
101986687,0,0,1,1
101986686,0,0,1,1
101986681,1,0,24,3
101986680,4,15,126,1043
101986678,1,1,1,1
101986676,0,0,18,6
101986672,1,1,4,27335
101986669,2,2,17,1
101986665,0,0,1,1
101986654,0,0,1,1
101986650,0,0,4,39
101986647,1,1,15,1
101986644,0,0,2,1
101986627,0,0,1,1
101986610,0,0,3,2961
101986603,1,1,6,1
101986600,0,0,2,1
101986598,0,0,1,1
101986596,0,0,1,1
