ID,stars,goods,views,forks
101998884,0,0,1,1
101998878,1,2,34,1
101998876,0,0,1,1
101998875,1,0,7,1
101998872,3,4,14,4
101998870,0,0,9,6
101998865,1,1,21,4
101998862,0,0,4,1
101998858,1,1,2,47742
101998853,0,0,2,12
101998842,0,0,1,1
101998833,0,0,7,1
101998823,0,0,4,1
101998820,44,45,1663,9
101998807,0,0,1,28518
101998806,0,1,2,1
101998805,0,0,7,3
101998801,0,0,1,24670
101998794,0,0,2,1410
101998784,1,1,6,1
101998782,0,0,5,567
101998781,56,71,631,10
101998754,0,0,2,1
101998749,0,0,3,1
101998742,5,9,41,268
101998741,0,0,3,1
101998738,0,0,2,1
101998734,0,0,4,39
101998731,0,0,1,1
101998727,0,0,3,363
101998721,0,0,6,235
101998718,0,0,1,116951
101998717,0,0,1,1
101998712,2,2,3,4
101998707,1,1,2,1
101998703,1,1,20,1
101998696,0,0,4,1
101998693,0,0,1,34280
101998689,1,1,5,33
101998688,0,0,1,1
101998687,1,1,3,1
101998685,1,0,5,2
101998679,0,0,2,33
101998676,0,0,9,1
101998670,0,0,2,1
101998667,1,1,23,2
101998663,0,0,2,1
101998659,0,0,1,1
101998652,2,2,38,154
101998650,1,1,7,348
101998647,0,0,2,1
101998644,0,0,3,348
101998630,0,0,1,1
101998623,0,0,2,1
101998619,0,0,3,22
101998618,0,0,10,315
101998616,2,2,18,2
101998610,0,0,4,2
101998609,0,0,1,1
101998607,0,0,1,1
101998599,2,2,243,415
101998595,0,0,1,1
101998593,0,0,1,678
101998588,0,0,7,1
101998582,0,0,1,1
101998551,3,5,19,1
101998546,0,0,3,35
101998542,0,0,2,1
101998540,1,1,6,2
101998533,3,3,8,1
101998532,4,6,217,2
101998524,0,0,1,1
101998519,0,0,1,1
101998512,8,12,155,2
101998502,0,0,1,1
101998497,2,2,25,5
101998488,0,0,1,1
101998487,0,0,14,1
101998485,0,0,1,1
101998483,0,0,5,2
101998479,0,0,8,1
101998461,4,4,20,1
101998460,5,4,174,138
101998438,2,11,63,1
101998424,0,0,7,20
101998404,0,0,1,1
101998402,2,3,53,1
101998399,0,0,14,71
101998392,0,0,8,7
101998380,0,0,3,616
101998367,0,0,1,1
101998363,0,0,15,1
101998357,1,1,1,1
101998356,2,2,75,1
101998350,0,0,10,1
101998338,0,0,2,1
101998332,4,5,183,87
101998330,0,0,4,1
101998325,1,0,137,4
101998312,1,1,11,348
101998304,0,0,5,1
101998302,0,0,1,1
101998295,2,6,33,1
101998293,0,0,1,1
101998290,0,0,5,470
101998285,0,0,2,1
101998282,0,0,3,348
101998277,0,1,6,348
101998260,0,0,9,4818
101998257,1,1,2,1
101998256,1,1,11,1
101998252,0,0,6,1
101998251,2,2,17,17
101998247,1,1,1,439
101998236,0,0,2,1
101998232,1,1,17,1
101998228,0,0,1,22256
101998223,0,0,3,2
101998208,0,0,5,1
101998207,0,0,1,1
101998204,0,0,2,1
101998200,0,1,1,1
101998197,2,3,8,1
101998191,0,0,2,1
101998188,6,6,139,4
101998187,0,0,3,1
101998184,0,0,2,1
101998182,0,2,3,1
101998181,0,0,6,1
101998168,0,0,1,348
101998166,0,0,2,1
101998160,0,0,2,1
101998158,0,0,4,62
101998156,0,0,2,1
101998148,0,0,1,1
101998129,0,0,3,1410
101998128,0,0,1,216
101998117,2,8,22,1
101998109,2,1,28,1
101998095,0,0,3,1
101998088,0,0,2,1
101998074,0,0,1,1
101998071,0,0,1,1
101998070,0,0,1,78366
101998066,0,0,3,1
101998062,0,0,2,3
101998057,0,1,11,1
101998051,0,0,3,1
101998049,1,1,1,1
101998047,0,2,18,249
101998041,0,0,3,1
101998037,0,0,1,78366
101998034,0,0,1,1
101998024,3,3,47,745
101998022,2,2,25,1
101998016,0,0,1,1
101998012,1,1,6,1
101998010,17,20,78,1
101998001,0,0,1,2168
101997984,1,1,18,1
101997980,6,11,91,1
101997979,0,0,10,967
101997976,0,0,5,1
101997967,0,0,3,1
101997960,0,0,4,1
101997943,0,0,8,8
101997942,0,0,7,1
101997937,1,1,1,5
101997932,2,2,12,3
101997930,2,2,7,1
101997927,0,0,1,1
101997922,0,0,4,1
101997912,2,3,27,1
101997897,0,0,5,1
101997868,1,1,3,5
101997867,1,1,10,5
101997859,0,0,1,78366
101997858,1,1,14,4
101997854,2,2,19,3
101997847,0,0,7,348
101997834,0,0,1,1
101997827,0,0,1,1
101997816,1,1,1,1
101997774,0,0,3,1
101997763,0,0,2,1
101997757,0,0,1,1
101997753,0,0,1,1
101997748,1,1,9,1
101997740,0,0,6,1
101997732,18,31,770,4
101997725,0,0,1,1
101997720,1,2,6,1
101997716,0,0,4,15
101997712,0,0,1,1
101997708,0,0,6,1
101997698,1,0,6,1
101997695,0,0,5,2
101997688,13,12,139,43
101997680,0,0,4,1
101997667,0,0,1,1
101997666,0,0,5,2
101997664,0,0,1,1
101997662,2,2,17,1
101997661,0,1,36,930
101997657,0,0,2,34
101997651,0,0,1,1
101997642,0,0,29,390
101997632,0,0,1,1
101997618,0,0,5,1
101997617,0,0,1,8492
101997612,0,0,1,1
101997604,0,0,1,1
101997599,3,3,4,1
101997597,0,0,1,1
101997592,0,0,1,1
101997580,0,0,1,7625
101997572,0,0,1,7625
101997571,0,0,1,1
101997563,0,0,127,1
101997558,0,0,1,820
101997551,1,1,48,1
101997547,0,0,1,1
101997546,1,1,2,1
101997544,6,5,31,807
101997542,2,2,33,2
101997535,0,0,1,1
101997532,0,0,1,1
101997517,0,0,6,328
101997514,1,1,3,37
101997510,2,3,10,1
101997508,1,1,1,2
101997487,0,0,3,1
101997484,0,0,1,1
101997465,0,0,4,1
101997464,0,0,28,14
101997456,0,0,3,1
101997453,0,0,1,1
101997445,1,1,69,29
101997443,0,0,10,1
101997435,0,0,4,1
101997428,1,1,2,1
101997426,0,0,10,1
101997423,1,1,3,1
101997420,0,0,1,1
101997408,0,0,1,1
101997401,2,2,77,10
101997382,0,0,1,1
101997381,2,2,22,2
101997364,0,0,7,1
101997358,0,0,1,1
101997346,0,0,1,1
101997334,0,0,1,1
101997331,1,1,4,1
101997318,0,0,4,1740
101997314,0,0,1,1
101997312,0,0,4,658
101997301,0,0,1,1
101997297,0,0,7,1
101997295,1,1,1,22256
101997293,1,1,3,763
101997292,0,0,6,1
101997285,1,1,5,1
101997284,1,1,61,702
101997282,0,0,1,1
101997281,0,0,21,1
101997276,0,0,10,76
101997274,0,0,1,8215
101997272,0,0,2,1
101997271,0,0,3,1
101997263,0,0,1,1
101997262,2,2,7,30
101997255,0,0,1,1
101997242,0,2,24,1
101997241,0,0,1,1
101997225,0,0,1,1
101997222,0,0,27,1
101997221,0,0,1,1
101997220,1,2,66,1
101997216,0,0,1,1
101997210,0,0,7,39
101997209,0,0,1,1
101997207,0,0,1,1
101997205,0,0,8,1
101997203,3,4,243,50
101997198,0,0,1,1
101997192,0,0,1,1
101997185,1,1,2,1
101997177,0,0,3,1
101997173,0,0,1,1
101997166,2,3,20,286
101997156,0,0,15,22
101997153,2,2,11,1
101997152,0,0,1,1
101997150,0,0,2,1
101997146,0,0,1,1
101997144,0,0,1,1
101997140,0,0,2,1
101997138,15,20,111,2
101997136,0,0,1,1
101997124,3,3,24,1
101997122,0,0,1,1
101997121,0,0,5,1
101997120,38,55,291,2
101997109,0,0,1,1
101997102,0,2,10,1
101997100,0,0,1,1
101997078,0,1,9,2
101997075,0,0,1,1
101997070,0,0,5,3
101997064,1,0,33,1
101997063,167,248,2350,6
101997060,2,2,13,1
101997057,1,1,5,1
101997055,0,0,10,929
101997046,0,0,4,1
101997040,3,3,6,1
101997036,0,0,1,1
101997035,0,0,1,1
101997034,0,0,4,4
101997032,0,0,5,1
101997029,0,0,8,4
101997019,1,2,12,567
101997017,20,28,172,1
101996999,1,1,5,1
101996989,0,0,57,2377
101996988,1,1,2,24
101996987,0,0,3,1
101996984,1,2,15,2713
101996981,0,0,1,1
101996965,0,0,13,1
101996964,0,0,5,1
101996955,0,0,5,1
101996954,2,3,139,4
101996951,0,0,1,1
101996947,1,1,9,4
101996936,0,1,2,1
101996927,0,0,1,1
101996919,0,0,2,1
101996903,0,0,1,1
101996902,0,0,11,3
101996888,1,1,14,8
101996881,2,2,8,380
101996876,0,0,1,1
101996872,0,0,4,1
101996870,1,1,9,1
101996867,6,6,757,1
101996864,2,1,6,1
101996858,0,0,1,1
101996854,0,0,4,1
101996853,0,0,28,1
101996846,0,2,12,153
101996829,1,1,16,1
101996819,0,0,7,1
101996809,0,0,2,133
101996807,0,0,7,1
101996791,0,0,2,1
101996787,0,0,23,1
101996781,0,0,2,5143
101996761,8,10,80,1
101996753,0,0,2,1
101996745,2,2,8,1
101996743,0,0,4,1
101996739,0,1,98,291
101996733,0,0,9,22951
101996730,0,0,5,1
101996729,0,0,2,12127
101996711,0,0,2,105
101996694,2,2,16,7
101996692,1,1,9,6672
101996690,0,0,1,78366
101996689,2,2,9,3
101996673,0,0,4,1410
101996671,0,0,2,1
101996662,0,0,13,3
101996657,0,0,1,1
101996655,0,0,1,1
101996644,11,10,43,32
101996637,0,0,38,1
101996636,3,4,36,1
101996625,0,0,2,1
101996623,1,3,226,6
101996611,1,1,7,1
101996609,0,0,2,9
101996593,1,1,52,938
101996592,1,1,24,3
101996588,0,0,2,1
101996582,1,1,8,1
101996575,0,0,1,1
101996563,0,0,1,1
101996562,0,0,12,1137
101996560,1,1,2,1
101996555,0,2,2,1
101996550,0,0,6,1
101996548,0,0,3,1
101996546,0,0,1,1
101996542,1,0,16,1
101996537,0,0,2,450
101996536,0,0,2,1
101996526,0,0,2,1
101996525,0,0,3,1
101996521,0,0,7,2
101996519,0,0,6,1
101996512,0,0,9,69
101996506,0,0,1,478
101996492,0,0,1,28976
101996484,0,0,2,1
101996459,0,0,3,1
101996457,0,0,3,1
101996455,3,3,32,8
101996452,4,3,107,5
101996437,0,0,1,1
101996430,0,0,1,34280
101996419,1,1,15,1
101996418,0,0,1,1
101996415,0,0,1,1
101996411,0,1,11,2
101996410,0,0,2,1
101996409,2,2,24,1
101996390,0,0,5,1
101996389,2,3,13,43
101996386,2,4,20,4718
101996385,3,3,19,1
101996379,0,0,8,2
101996373,0,0,4,1
101996357,0,0,9,6
101996343,0,0,1,1
101996335,1,1,1,1
101996320,1,1,2,1
101996314,0,2,9,92
101996298,0,0,17,1
101996296,0,0,1,2
101996281,1,1,4,1
101996259,1,1,23,1
101996255,0,0,12,1
101996246,0,0,60,567
101996234,0,0,2,78366
101996231,1,3,9,1
101996226,0,0,4,11889
101996219,0,0,16,10
101996218,0,0,1,34280
101996213,1,0,4,10
101996206,4,5,109,3
101996201,0,0,1,1
101996185,0,0,2,1
101996180,0,0,2,1
101996177,0,1,2,5409
101996171,0,0,2,1
101996158,0,0,2,1
101996150,0,0,4,1
101996139,0,0,2,1
101996131,0,0,1,1
101996112,0,0,1,1
101996103,0,0,5,1
101996101,0,2,24,2
101996098,0,0,3,3
101996097,2,2,6,1
101996094,2,1,1,1
101996084,0,0,1,96222
101996081,0,0,1,1
101996078,1,1,6,1
101996070,0,0,5,1
101996067,0,0,53,1
101996065,0,0,1,1
101996060,1,1,5,1
101996054,0,0,2,1
101996053,2,3,35,1
101996045,0,0,1,50984
101996042,0,0,2,2
101996023,0,0,2,1
101996019,1,1,10,88631
101996016,0,0,6,12
101996008,0,0,18,1
101996005,2,10,64,1
101996004,0,0,4,28976
101995999,0,0,2,1
101995995,0,0,1,1
101995984,0,0,1,1
101995978,0,0,3,1
101995969,0,1,47,1
101995961,0,1,2,1
101995953,0,0,1,1
101995949,0,0,2,39
101995938,2,3,13,1
101995934,0,0,1,96223
101995933,0,0,4,1
101995927,1,1,7,1
101995923,0,0,2,1410
101995919,1,1,6,8
101995913,0,0,2,5850
101995910,0,2,23,1
101995902,1,1,24,1
101995870,0,0,8,1
101995854,19,26,303,4
101995849,1,1,19,1
101995846,0,0,2,12127
101995822,0,0,2,1
101995813,0,0,1,1
101995812,0,0,1,1
101995806,0,0,8,1
101995803,0,0,7,1
101995802,0,0,1,1
101995798,7,6,33,1
101995797,4,11,65,2
101995792,0,0,4,1
101995786,0,0,2,1
101995783,0,0,2,1
101995762,0,0,1,1
101995759,0,0,1,96223
101995754,0,0,28,1
101995746,0,0,19,1
101995745,0,0,1,5279
101995740,4,4,45,1
101995735,0,0,2,1
101995728,1,0,8,1
101995723,0,0,4,39
101995720,1,2,10,1
101995717,0,0,2,28
101995712,0,1,8,27
101995711,0,0,5,3
101995710,1,1,1,1
101995709,0,0,1,1
101995703,0,0,5,204
101995700,0,0,2,1
101995695,0,0,5,348
101995689,3,5,100,70
101995682,0,0,4,10
101995662,1,1,2,1
101995660,10,9,134,8
101995659,0,0,8,1
101995646,1,0,30,1
101995643,0,0,1,12127
101995642,0,0,2,1
101995640,1,1,2,1
101995639,0,0,3,1
101995637,1,2,62,19
101995632,0,0,2,1
101995630,0,1,10,1
101995628,0,0,2,348
101995626,1,1,8,1
101995616,171,210,2525,26
101995610,0,1,3,41
101995607,0,0,3,1
101995606,0,0,1,1
101995605,0,0,2,28978
101995593,0,0,6,2
101995579,1,1,5,1
101995577,0,0,4,1
101995569,0,0,4,1
101995567,0,0,32,3
101995543,0,0,7,12
101995537,1,1,14,1
101995531,1,0,37,42
101995527,1,1,10,1
101995525,0,0,6,3
101995523,0,0,1,1
101995519,0,1,8,6
101995516,1,0,6,1
101995515,0,0,8,32
101995511,7,5,109,977
101995509,5,5,178,1
101995498,0,0,1,1
101995493,0,2,6,348
101995489,1,2,17,3
101995475,2,3,48,1
101995474,1,1,6,348
101995468,0,0,3,1
101995465,10,10,600,2
101995457,0,0,2,22398
101995454,1,5,18,348
101995453,0,0,4,1
101995449,0,0,6,348
101995448,0,0,2,1
101995447,0,0,7,348
101995445,0,0,3,348
101995443,0,0,13,1
101995440,0,0,4,348
101995434,0,1,13,1
101995430,0,0,2,12127
101995423,0,0,1,1
101995415,1,1,7,1
101995414,1,1,2,1
101995405,3,3,12,1
101995401,0,0,4,1
101995397,0,0,1,1
101995389,0,0,2,1
101995388,0,2,19,1
101995366,0,0,1,19247
101995363,0,0,19,126
101995359,0,0,1,1
101995358,0,0,3,12127
101995356,1,0,3,1
101995352,0,0,2,12127
101995350,0,0,2,39
101995346,0,0,4,1
101995333,0,0,1,1
101995327,2,1,14,1
101995326,1,1,6,57
101995314,2,2,148,3
101995309,4,4,27,433
101995304,0,0,2,1
101995302,0,0,1,2603
101995301,0,1,3,1
101995294,0,0,235,1
101995288,1,2,16,3
101995285,0,0,4,1
101995284,0,0,1,96224
101995278,0,0,1,96224
101995277,0,0,2,2
101995260,0,0,1,1
101995255,1,1,6,77
101995249,1,1,9,2
101995241,0,0,2,1410
101995229,3,3,51,1
101995222,0,0,4,589
101995218,0,0,1,1
101995215,0,0,4,1
101995208,0,1,3,97
101995198,0,0,1,1
101995196,0,1,39,17
101995195,0,0,13,1
101995185,0,0,2,22951
101995173,0,0,1,27302
101995164,0,0,3,418
101995161,0,0,1,1
101995159,0,1,17,1
101995158,0,0,6,210
101995157,0,0,1,1
101995139,0,0,2,1
101995138,0,0,3,219
101995131,0,0,1,1
101995130,0,0,2,1
101995120,0,0,1,1
101995104,1,1,12,1
101995102,0,0,1,1
101995099,1,1,15,2
101995092,1,1,10,2
101995085,0,0,3,12
101995068,0,0,10,1
101995062,0,0,1,56502
101995057,1,1,10,30
101995052,0,0,46,8
101995030,0,0,10,3
101995027,0,0,2,1
101995017,0,1,4,1
101995014,1,1,1,1
101995010,0,0,1,1
101995002,2,2,27,1935
101995001,2,3,25,1
101994999,1,1,2,1
101994995,0,0,2,34
101994974,0,0,1,1
101994966,0,0,10,1
101994960,0,0,1,88631
101994951,0,0,1,56502
101994947,1,1,7,1
101994945,0,0,1,56502
101994929,2,2,21,39
101994926,5,7,107,1
101994914,2,3,5,1
101994906,0,0,22,1
101994901,0,0,4,39
101994892,0,0,1,56502
101994890,7,6,44,2
101994884,0,0,2,9778
101994882,0,0,2,1
101994878,0,0,1,1
101994876,0,0,1,1
101994875,0,0,4,6
101994870,0,0,4,1
101994861,1,1,3,1
101994857,0,1,2,1
101994856,0,0,3,1
101994855,0,0,8,3
101994853,0,0,2,1
101994850,2,2,1,1
101994847,0,0,5,1
101994845,3,4,28,1
101994842,0,0,1,12127
101994835,0,0,5,1
101994822,0,0,14,1
101994811,0,2,7,18
101994803,0,0,119,1
101994800,0,0,1,1
101994799,1,1,6,1459
101994786,2,2,85,43
101994785,0,0,14,6
101994784,0,0,1,88631
101994773,0,0,7,1
101994770,0,0,2,2
101994769,1,1,1,12127
101994754,0,0,3,1
101994733,0,0,17,930
101994732,0,0,1,1
101994730,0,0,1,1
101994721,0,0,2,1
101994713,1,1,7,11
101994710,0,0,2,1
101994692,2,2,60,4
101994687,0,0,5,24745
101994685,0,0,30,1
101994683,0,0,1,1
101994680,0,0,2,1
101994678,1,2,6,29
101994654,0,0,1,1
101994652,0,0,1,1
101994644,0,0,1,2
101994637,0,0,1,1
101994609,0,0,2,1
101994595,0,1,8,7
101994591,0,0,3,616
101994568,0,0,1,3365
101994556,0,0,15,125
101994551,0,0,8,1
101994541,0,0,3,1740
101994534,0,0,3,39
101994529,0,1,6,1
101994525,0,0,3,28
101994515,2,2,15,3
101994513,1,1,2,3448
101994503,0,0,1,2168
101994495,0,0,1,9982
101994472,0,0,2,2
101994471,0,0,7,28
101994458,0,0,3,1
101994457,0,0,1,95567
101994450,3,2,31,5409
101994448,1,1,3,1
101994430,0,1,12,14
101994427,0,0,1,1
101994426,0,0,58,1
101994425,1,1,9,1
101994423,0,0,7,1
101994420,1,1,16,1
101994417,1,2,17,1
101994415,0,0,2,2168
101994414,0,0,1,1
101994409,2,2,42,5400
101994400,0,0,4,1
101994398,1,2,33,4
101994387,0,0,1,10812
101994385,0,0,1,1
101994380,0,0,1,1
101994379,0,0,1,1
101994374,1,2,6,589
101994369,0,0,7,1
101994366,0,0,2,134
101994363,0,0,9,1
101994350,0,1,7,4
101994340,1,1,1,1
101994337,0,0,2,1
101994335,1,1,18,1
101994333,3,4,15,1
101994316,1,1,20,1
101994314,4,5,44,96
101994312,0,0,6,1
101994311,0,0,10,5
101994297,0,0,16,3
101994296,0,0,2,1
101994295,0,0,6,1
101994292,0,0,1,1
101994287,1,1,6,1
101994286,0,1,1,1
101994280,1,2,3,1
101994278,1,1,3,28
101994275,0,0,2,1
101994272,0,0,1,1
101994271,0,0,1,1
101994263,0,0,12,1
101994259,0,0,1,1
101994255,0,0,1,1
101994248,0,0,1,1
101994246,0,0,2,1
101994241,0,0,1,2168
101994233,0,0,2,1
101994225,1,1,17,3
101994221,1,1,3,1
101994218,0,0,3,1
101994217,0,0,4,39
101994216,1,1,3,1
101994215,0,0,2,2168
101994209,3,4,88,1
101994207,1,1,2,1
101994182,0,0,2,325
101994181,0,0,2,1
101994174,5,6,58,1
101994172,2,2,9,1
101994165,0,0,5,1
101994160,0,0,2,1
101994158,0,0,1,1
101994146,1,1,10,1
101994138,0,0,2,2
101994137,0,0,4,2168
101994136,0,0,2,1446
101994134,0,0,1,2168
101994132,1,1,5,96226
101994129,0,0,2,1
101994128,0,0,41,52
101994127,0,0,1,1
101994126,0,0,18,5
101994125,0,0,12,481
101994114,1,1,5,419
101994108,0,0,4,1
101994101,2,2,5,1
101994100,0,0,1,1
101994099,0,0,1,13140
101994098,0,0,1,2168
101994097,0,0,1,1
101994091,0,0,1,1
101994088,0,0,3,1
101994079,0,0,2,32
101994078,0,0,1,1
101994077,0,0,2,1
101994076,0,0,1,1
101994073,0,0,71,164
101994069,0,0,2,1
101994066,0,0,5,1
101994061,1,1,6,1
101994058,0,0,7,2
101994052,0,0,1,10873
101994044,0,0,2,468
101994037,0,0,2,128
101994034,0,1,3,95567
101994031,0,0,1,24745
101994029,0,0,1,12127
101994025,0,0,2,1
101994014,0,0,1,1
101994012,0,0,1,12127
101994011,1,1,8,368
101993990,0,0,4,3
101993979,0,0,2,1
101993970,0,0,3,1
101993968,0,0,5,57
101993964,0,0,3,6
101993962,0,0,1,3496
101993952,0,0,1,1
101993931,0,0,3,12127
101993930,0,0,1,1
101993918,1,1,8,1
101993910,0,0,2,589
101993909,0,0,5,1
101993908,0,0,4,1
101993903,0,0,1,12127
101993897,0,0,1,12127
101993895,0,0,2,12127
101993888,0,0,5,4
101993882,0,0,6,1
101993877,0,1,73,1
101993876,0,0,2,2168
101993866,22,36,235,1
101993865,1,1,1,1
101993862,1,1,1,1
101993859,0,0,1,6295
101993855,1,0,87,20
101993850,0,0,1,1
101993848,3,3,14,94
101993845,0,0,2,1
101993828,0,0,4,1
101993827,0,0,3,1
101993823,0,0,1,1
101993820,1,1,5,1
101993815,0,0,13,1
101993811,0,0,1,11676
101993804,1,0,10,1
101993798,0,0,4,1
101993797,0,0,9,1
101993793,0,0,2,1
101993789,0,0,8,1
101993786,0,0,2,2
101993779,0,0,2,1
101993760,0,0,3,1
101993759,0,0,6,1059
101993749,0,0,28,1
101993731,0,1,5,1
101993726,0,0,1,96226
101993725,0,0,7,1
101993723,0,0,13,589
101993720,1,1,14,1
101993719,2,2,11,50
101993712,0,0,2,1
101993683,0,0,4,1
101993660,1,1,3,1
101993658,0,0,1,1
101993656,0,0,3,32
101993652,0,0,2,14466
101993640,2,3,23,1
101993635,0,0,36,1
101993619,0,0,3,292
101993616,4,4,31,1
101993607,1,1,10,1
101993606,0,0,1,478
101993605,0,0,3,219
101993603,0,0,1,1
101993601,0,0,1,1
101993599,0,0,4,1
101993596,1,1,21,1
101993592,0,0,1,1
101993587,0,0,4,14
101993586,2,2,8,36
101993583,0,0,1,1
101993580,0,0,1,1952
101993576,0,0,3,1
101993575,1,1,23,1
101993572,0,1,3,1
101993567,0,0,3,1
101993562,1,1,1,1
101993556,0,0,3,1
101993538,0,0,1,1
101993531,0,0,1,197
101993522,0,0,2,1
101993520,1,2,16,1
101993512,0,0,3,1
101993509,0,0,19,28
101993502,0,1,5,1
101993494,1,1,7,1
101993492,1,0,39,2
101993485,0,0,1,1
101993480,0,0,5,2
101993476,0,0,2,1
101993473,0,0,13,1
101993469,0,0,1,1
101993468,0,0,7,1
101993467,2,2,5,1
101993464,0,0,2,1
101993459,0,0,2,1
101993457,1,1,4,2
101993453,1,1,20,15
101993452,0,0,5,1
101993442,2,3,33,1
101993441,0,0,1,56502
101993425,4,5,111,2
101993410,0,0,4,292
101993409,0,0,1,2
101993408,1,1,1,1
101993402,0,0,1,1
101993399,0,0,3,1
101993397,0,0,1,34
101993394,0,0,1,1
101993393,1,1,1,1
101993392,2,3,13,1
101993383,0,0,7,1
101993374,1,1,2,1
101993371,0,0,2,1
101993370,0,0,2,10
101993367,0,0,3,1
101993366,0,0,3,34
101993362,0,0,1,1
101993356,1,4,24,1
101993340,1,1,19,8661
101993334,0,0,4,1
101993321,1,1,23,1
101993320,0,0,1,1
101993313,0,0,1,1
101993310,0,0,5,4
101993303,1,1,8,2
101993301,1,1,3,1
101993294,0,0,3,1
101993292,1,1,14,1
101993290,0,0,1,270
101993289,1,1,1,1
101993282,1,1,12,1
101993280,0,0,2,28997
101993274,1,1,14,1
101993272,0,0,1,1
101993263,3,3,3,1
101993261,0,0,2,1
101993252,0,0,1,1
101993245,0,0,7,2
101993239,0,0,6,77
101993231,0,0,5,1
101993230,0,0,2,50985
101993226,1,1,52,2
101993224,2,2,4,1
101993218,0,0,11,1
101993209,0,0,2,1
101993200,0,0,4,1740
